,command,orig,intent,entity
10904,отсюда плыву налево я,уплываю отсюда налево,pirate_swim,ship_direction
10905,я над пиратом плачу,уплываю пиратом выше,pirate_swim,ship_direction
10906,сверху гребут пираты,пират греби снизу,pirate_swim,ship_direction
10907,кролем плыл наверх я,кролем плыву наверх,pirate_swim,ship_direction
10908,уплываю левее пиратом,уплываю пиратом левее,pirate_swim,ship_direction
10909,я вправо плыву пиратом,уплываю пиратом вправо,pirate_swim,ship_direction
10910,с пиратом отплыл я,уплываю пиратом вперед,pirate_swim,ship_direction
10911,отсюда уплываю левее,уплываю отсюда левее,pirate_swim,ship_direction
10912,пираты гребут слева,пират греби справа,pirate_swim,ship_direction
10913,ну что поплыли влево,ну что поплыли влево,pirate_swim,ship_direction
10914,уплываю выше отсюда,уплываю отсюда выше,pirate_swim,ship_direction
10915,не могу поверить что мы пришли сверху,ну что поплыли сверху,pirate_swim,ship_direction
10916,уплываю пиратом слева,уплываю пиратом слева,pirate_swim,ship_direction
10917,ухожу я отсюда,уплываю отсюда вниз,pirate_swim,ship_direction
10918,убираюсь ниже отсюда,уплываю отсюда выше,pirate_swim,ship_direction
10919,я плыла слева,я поплыл слева,pirate_swim,ship_direction
10920,я двигался дальше,я поплыл вперед,pirate_swim,ship_direction
10921,гребите пират налево,пират греби налево,pirate_swim,ship_direction
10922,направо плыву кролем,кролем плыву направо,pirate_swim,ship_direction
10923,я с пиратом уплываю слева,уплываю пиратом справа,pirate_swim,ship_direction
10924,л пош я снизу,я поплыл снизу,pirate_swim,ship_direction
10925,я летаю в воздухе,кролем плыву вверх,pirate_swim,ship_direction
10926,пират греби вниз,пират греби вниз,pirate_swim,ship_direction
10927,я ухожу стороны с левой,уплываю отсюда слева,pirate_swim,ship_direction
10928,по воде правее,по воде правее,pirate_swim,ship_direction
10929,вверх плыла я,я поплыл вниз,pirate_swim,ship_direction
10930,на кролике парю я,кролем плыву выше,pirate_swim,ship_direction
10931,плыву кролем правее,кролем плыву правее,pirate_swim,ship_direction
10932,не верю что мы вниз спустились,ну что поплыли снизу,pirate_swim,ship_direction
10933,уплываю пиратом выше,уплываю пиратом выше,pirate_swim,ship_direction
10934,я налево плыву как пират,уплываю пиратом налево,pirate_swim,ship_direction
